code,name,c_rate,soc_min,soc_max,efficiency,costcapacity_eur_per_kwh,costpower_eur_per_kw,costmaint_eur_per_year_per_kWh,lifetime_years,cycles,end_life_deg_percent
1,default,1,0.25,0.85,0.96,350,0,0.5,15,4000,20
