date,time,charging_power_kW,meter_id
2,86,0,1056
2,87,0,1056
2,88,0,1056
2,89,0,1056
2,90,0,1056
2,91,0,1056
2,92,0,1056
2,93,0,1056
2,94,0,1056
2,95,0,1056
2,96,0,1056
3,1,0,1056
3,2,0,1056
3,3,0,1056
3,4,0,1056
3,5,0,1056
3,6,0,1056
3,7,0,1056
3,8,0,1056
3,9,0,1056
3,10,0,1056
3,11,0,1056
3,12,0,1056
3,13,0,1056
3,14,0,1056
3,15,0,1056
3,16,0,1056
3,17,0,1056
3,18,0,1056
3,19,0,1056
3,20,0,1056
3,21,0,1056
3,22,0,1056
3,23,0,1056
3,24,0,1056
3,25,0,1056
3,26,0,1056
3,27,0,1056
3,28,0,1056
3,29,0,1056
3,30,0,1056
3,31,0,1056
3,32,0,1056
3,33,0,1056
3,34,0,1056
3,35,0,1056
3,36,0,1056
3,37,0,1056
3,38,0,1056
3,39,0,1056
3,40,0,1056
3,41,0,1056
3,42,0,1056
3,43,0,1056
3,44,0,1056
3,45,0,1056
3,46,0,1056
3,47,0,1056
3,48,0,1056
3,49,0,1056
3,50,0,1056
3,51,0,1056
3,52,0,1056
3,53,0,1056
3,54,0,1056
3,55,0,1056
3,56,0,1056
3,57,0,1056
3,58,0,1056
3,59,0,1056
3,60,0,1056
3,61,0,1056
3,62,0,1056
3,63,0,1056
3,64,0,1056
3,65,0,1056
3,66,0,1056
3,67,0,1056
3,68,0,1056
3,69,0,1056
3,70,0,1056
3,71,0,1056
3,72,0,1056
3,73,0,1056
3,74,0,1056
3,75,0,1056
3,76,0,1056
3,77,0,1056
3,78,0,1056
3,79,0,1056
3,80,0,1056
3,81,0,1056
3,82,0,1056
3,83,0,1056
3,84,0,1056
3,85,0,1056
3,86,0,1056
3,87,0,1056
3,88,0,1056
3,89,0,1056
3,90,0,1056
3,91,0,1056
3,92,0,1056
3,93,0,1056
3,94,0,1056
3,95,0,1056
3,96,0,1056
4,1,0,1056
4,2,0,1056
4,3,0,1056
4,4,0,1056
4,5,0,1056
4,6,0,1056
4,7,0,1056
4,8,0,1056
4,9,0,1056
4,10,0,1056
4,11,0,1056
4,12,0,1056
4,13,0,1056
4,14,0,1056
4,15,0,1056
4,16,0,1056
4,17,0,1056
4,18,0,1056
4,19,0,1056
4,20,0,1056
4,21,0,1056
4,22,0,1056
4,23,0,1056
4,24,0,1056
4,25,0,1056
4,26,0,1056
4,27,0,1056
4,28,0,1056
4,29,0,1056
4,30,0,1056
4,31,0,1056
4,32,0,1056
4,33,0,1056
4,34,0,1056
4,35,11,1056
4,36,11,1056
4,37,11,1056
4,38,11,1056
4,39,11,1056
4,40,0,1056
4,41,0,1056
4,42,0,1056
4,43,0,1056
4,44,0,1056
4,45,0,1056
4,46,0,1056
4,47,0,1056
4,48,0,1056
4,49,0,1056
4,50,0,1056
4,51,0,1056
4,52,0,1056
4,53,0,1056
4,54,0,1056
4,55,0,1056
4,56,0,1056
4,57,0,1056
4,58,0,1056
4,59,0,1056
4,60,0,1056
4,61,0,1056
4,62,0,1056
4,63,0,1056
4,64,0,1056
4,65,0,1056
4,66,0,1056
4,67,0,1056
4,68,0,1056
4,69,0,1056
4,70,0,1056
4,71,0,1056
4,72,0,1056
4,73,0,1056
4,74,0,1056
4,75,0,1056
4,76,0,1056
4,77,0,1056
4,78,0,1056
4,79,0,1056
4,80,0,1056
4,81,0,1056
4,82,0,1056
4,83,0,1056
4,84,0,1056
4,85,0,1056
4,86,0,1056
4,87,0,1056
4,88,0,1056
4,89,0,1056
4,90,0,1056
4,91,0,1056
4,92,0,1056
4,93,0,1056
4,94,0,1056
4,95,0,1056
4,96,0,1056
5,1,0,1056
5,2,0,1056
5,3,0,1056
5,4,0,1056
5,5,0,1056
5,6,0,1056
5,7,0,1056
5,8,0,1056
5,9,0,1056
5,10,0,1056
5,11,0,1056
5,12,0,1056
5,13,0,1056
5,14,0,1056
5,15,0,1056
5,16,0,1056
5,17,0,1056
5,18,0,1056
5,19,0,1056
5,20,0,1056
5,21,0,1056
5,22,0,1056
5,23,0,1056
5,24,0,1056
5,25,0,1056
5,26,0,1056
5,27,0,1056
5,28,0,1056
5,29,0,1056
5,30,0,1056
5,31,0,1056
5,32,0,1056
5,33,0,1056
5,34,0,1056
5,35,0,1056
5,36,0,1056
5,37,0,1056
5,38,0,1056
5,39,0,1056
5,40,0,1056
5,41,0,1056
5,42,0,1056
5,43,0,1056
5,44,0,1056
5,45,0,1056
5,46,0,1056
5,47,0,1056
5,48,0,1056
5,49,11,1056
5,50,11,1056
5,51,0,1056
5,52,0,1056
5,53,0,1056
5,54,0,1056
5,55,0,1056
5,56,0,1056
5,57,0,1056
5,58,0,1056
5,59,0,1056
5,60,0,1056
5,61,0,1056
5,62,0,1056
5,63,0,1056
5,64,0,1056
5,65,0,1056
5,66,0,1056
5,67,0,1056
5,68,0,1056
5,69,0,1056
5,70,0,1056
5,71,0,1056
5,72,0,1056
5,73,0,1056
5,74,0,1056
5,75,0,1056
5,76,0,1056
5,77,0,1056
5,78,0,1056
5,79,0,1056
5,80,0,1056
5,81,0,1056
5,82,0,1056
5,83,0,1056
5,84,0,1056
5,85,0,1056
5,86,0,1056
5,87,0,1056
5,88,0,1056
5,89,0,1056
5,90,0,1056
5,91,0,1056
5,92,0,1056
5,93,0,1056
5,94,0,1056
5,95,0,1056
5,96,0,1056
6,1,0,1056
6,2,0,1056
6,3,0,1056
6,4,0,1056
6,5,0,1056
6,6,0,1056
6,7,0,1056
6,8,0,1056
6,9,0,1056
6,10,0,1056
6,11,0,1056
6,12,0,1056
6,13,0,1056
6,14,0,1056
6,15,0,1056
6,16,0,1056
6,17,0,1056
6,18,0,1056
6,19,0,1056
6,20,0,1056
6,21,0,1056
6,22,0,1056
6,23,0,1056
6,24,0,1056
6,25,0,1056
6,26,0,1056
6,27,0,1056
6,28,0,1056
6,29,0,1056
6,30,0,1056
6,31,0,1056
6,32,0,1056
6,33,0,1056
6,34,0,1056
6,35,0,1056
6,36,0,1056
6,37,0,1056
6,38,0,1056
6,39,0,1056
6,40,0,1056
6,41,0,1056
6,42,11,1056
6,43,11,1056
6,44,11,1056
6,45,11,1056
6,46,11,1056
6,47,0,1056
6,48,0,1056
6,49,0,1056
6,50,0,1056
6,51,0,1056
6,52,0,1056
6,53,0,1056
6,54,0,1056
6,55,0,1056
6,56,0,1056
6,57,0,1056
6,58,0,1056
6,59,0,1056
6,60,0,1056
6,61,0,1056
6,62,0,1056
6,63,0,1056
6,64,0,1056
6,65,0,1056
6,66,0,1056
6,67,0,1056
6,68,0,1056
6,69,0,1056
6,70,0,1056
6,71,0,1056
6,72,0,1056
6,73,0,1056
6,74,0,1056
6,75,0,1056
6,76,0,1056
6,77,0,1056
6,78,0,1056
6,79,0,1056
6,80,0,1056
6,81,0,1056
6,82,0,1056
6,83,0,1056
6,84,0,1056
6,85,0,1056
6,86,0,1056
6,87,0,1056
6,88,0,1056
6,89,0,1056
6,90,0,1056
6,91,0,1056
6,92,0,1056
6,93,0,1056
6,94,0,1056
6,95,0,1056
6,96,0,1056
7,1,0,1056
7,2,0,1056
7,3,0,1056
7,4,0,1056
7,5,0,1056
7,6,0,1056
7,7,0,1056
7,8,0,1056
7,9,0,1056
7,10,0,1056
7,11,0,1056
7,12,0,1056
7,13,0,1056
7,14,0,1056
7,15,0,1056
7,16,0,1056
7,17,0,1056
7,18,0,1056
7,19,0,1056
7,20,0,1056
7,21,0,1056
7,22,0,1056
7,23,0,1056
7,24,0,1056
7,25,0,1056
7,26,0,1056
7,27,0,1056
7,28,0,1056
7,29,0,1056
7,30,0,1056
7,31,0,1056
7,32,0,1056
7,33,0,1056
7,34,0,1056
7,35,0,1056
7,36,0,1056
7,37,0,1056
7,38,0,1056
7,39,0,1056
7,40,0,1056
7,41,0,1056
7,42,0,1056
7,43,0,1056
7,44,0,1056
7,45,0,1056
7,46,0,1056
7,47,0,1056
7,48,0,1056
7,49,0,1056
7,50,0,1056
7,51,0,1056
7,52,0,1056
7,53,0,1056
7,54,0,1056
7,55,0,1056
7,56,0,1056
7,57,0,1056
7,58,0,1056
7,59,0,1056
7,60,0,1056
7,61,0,1056
7,62,0,1056
7,63,0,1056
7,64,0,1056
7,65,0,1056
7,66,0,1056
7,67,0,1056
7,68,0,1056
7,69,0,1056
7,70,0,1056
7,71,11,1056
7,72,11,1056
7,73,11,1056
7,74,0,1056
7,75,0,1056
7,76,0,1056
7,77,0,1056
7,78,0,1056
7,79,0,1056
7,80,0,1056
7,81,0,1056
7,82,0,1056
7,83,0,1056
7,84,0,1056
7,85,0,1056
7,86,0,1056
7,87,0,1056
7,88,0,1056
7,89,0,1056
7,90,0,1056
7,91,0,1056
7,92,0,1056
7,93,0,1056
7,94,0,1056
7,95,0,1056
7,96,0,1056
8,1,0,1056
8,2,0,1056
8,3,0,1056
8,4,0,1056
8,5,0,1056
8,6,0,1056
8,7,0,1056
8,8,0,1056
8,9,0,1056
8,10,0,1056
8,11,0,1056
8,12,0,1056
8,13,0,1056
8,14,0,1056
8,15,0,1056
8,16,0,1056
8,17,0,1056
8,18,0,1056
8,19,0,1056
8,20,0,1056
8,21,0,1056
8,22,0,1056
8,23,0,1056
8,24,0,1056
8,25,0,1056
8,26,0,1056
8,27,0,1056
8,28,0,1056
8,29,0,1056
8,30,0,1056
8,31,0,1056
8,32,0,1056
8,33,0,1056
8,34,0,1056
8,35,0,1056
8,36,0,1056
8,37,0,1056
8,38,0,1056
8,39,0,1056
8,40,0,1056
8,41,11,1056
8,42,11,1056
8,43,11,1056
8,44,11,1056
8,45,11,1056
8,46,11,1056
8,47,11,1056
8,48,11,1056
8,49,11,1056
8,50,11,1056
8,51,11,1056
8,52,11,1056
8,53,11,1056
8,54,0,1056
8,55,0,1056
8,56,0,1056
8,57,0,1056
8,58,0,1056
8,59,0,1056
8,60,0,1056
8,61,0,1056
8,62,0,1056
8,63,0,1056
8,64,0,1056
8,65,0,1056
8,66,0,1056
8,67,0,1056
8,68,0,1056
8,69,0,1056
8,70,0,1056
8,71,0,1056
8,72,0,1056
8,73,0,1056
8,74,0,1056
8,75,0,1056
8,76,0,1056
8,77,0,1056
8,78,0,1056
8,79,0,1056
8,80,0,1056
8,81,0,1056
8,82,0,1056
8,83,0,1056
8,84,0,1056
8,85,0,1056
8,86,0,1056
8,87,0,1056
8,88,0,1056
8,89,0,1056
8,90,0,1056
8,91,0,1056
8,92,0,1056
8,93,0,1056
8,94,0,1056
8,95,0,1056
8,96,0,1056
9,1,0,1056
9,2,0,1056
9,3,0,1056
9,4,0,1056
9,5,0,1056
9,6,0,1056
9,7,0,1056
9,8,0,1056
9,9,0,1056
9,10,0,1056
9,11,0,1056
9,12,0,1056
9,13,0,1056
9,14,0,1056
9,15,0,1056
9,16,0,1056
9,17,0,1056
9,18,0,1056
9,19,0,1056
9,20,0,1056
9,21,0,1056
9,22,0,1056
9,23,0,1056
9,24,0,1056
9,25,0,1056
9,26,0,1056
9,27,0,1056
9,28,0,1056
9,29,0,1056
9,30,0,1056
9,31,0,1056
9,32,0,1056
9,33,0,1056
9,34,0,1056
9,35,0,1056
9,36,0,1056
9,37,0,1056
9,38,0,1056
9,39,0,1056
9,40,0,1056
9,41,0,1056
9,42,0,1056
9,43,0,1056
9,44,0,1056
9,45,0,1056
9,46,0,1056
9,47,0,1056
9,48,0,1056
9,49,0,1056
9,50,0,1056
9,51,0,1056
9,52,0,1056
9,53,0,1056
9,54,0,1056
9,55,0,1056
9,56,0,1056
9,57,0,1056
9,58,0,1056
9,59,0,1056
9,60,0,1056
9,61,0,1056
9,62,0,1056
9,63,0,1056
9,64,0,1056
9,65,0,1056
9,66,0,1056
9,67,0,1056
9,68,0,1056
9,69,0,1056
9,70,0,1056
9,71,0,1056
9,72,0,1056
9,73,0,1056
9,74,0,1056
9,75,0,1056
9,76,0,1056
9,77,0,1056
9,78,0,1056
9,79,0,1056
9,80,0,1056
9,81,0,1056
9,82,0,1056
9,83,0,1056
9,84,0,1056
9,85,0,1056
9,86,0,1056
9,87,0,1056
9,88,0,1056
9,89,0,1056
9,90,0,1056
9,91,0,1056
9,92,0,1056
9,93,0,1056
9,94,0,1056
9,95,0,1056
9,96,0,1056
10,1,0,1056
10,2,0,1056
10,3,0,1056
10,4,0,1056
10,5,0,1056
10,6,0,1056
10,7,0,1056
10,8,0,1056
10,9,0,1056
10,10,0,1056
10,11,0,1056
10,12,0,1056
10,13,0,1056
10,14,0,1056
10,15,0,1056
10,16,0,1056
10,17,0,1056
10,18,0,1056
10,19,0,1056
10,20,0,1056
10,21,0,1056
10,22,0,1056
10,23,0,1056
10,24,0,1056
10,25,0,1056
10,26,0,1056
10,27,0,1056
10,28,0,1056
10,29,0,1056
10,30,0,1056
10,31,0,1056
10,32,0,1056
10,33,0,1056
10,34,0,1056
10,35,0,1056
10,36,0,1056
10,37,0,1056
10,38,0,1056
10,39,0,1056
10,40,0,1056
10,41,0,1056
10,42,0,1056
10,43,0,1056
10,44,0,1056
10,45,0,1056
10,46,0,1056
10,47,0,1056
10,48,0,1056
10,49,0,1056
10,50,0,1056
10,51,0,1056
10,52,0,1056
10,53,0,1056
10,54,0,1056
10,55,0,1056
10,56,0,1056
10,57,0,1056
10,58,0,1056
10,59,0,1056
10,60,0,1056
10,61,0,1056
10,62,0,1056
10,63,0,1056
10,64,0,1056
10,65,0,1056
10,66,0,1056
10,67,0,1056
10,68,0,1056
10,69,0,1056
10,70,0,1056
10,71,0,1056
10,72,0,1056
10,73,0,1056
10,74,0,1056
10,75,0,1056
10,76,0,1056
10,77,0,1056
10,78,0,1056
10,79,0,1056
10,80,0,1056
10,81,0,1056
10,82,0,1056
10,83,0,1056
10,84,0,1056
10,85,0,1056
10,86,0,1056
10,87,0,1056
10,88,0,1056
10,89,0,1056
10,90,0,1056
10,91,0,1056
10,92,0,1056
10,93,0,1056
10,94,0,1056
10,95,0,1056
10,96,0,1056
11,1,0,1056
11,2,0,1056
11,3,0,1056
11,4,0,1056
11,5,0,1056
11,6,0,1056
11,7,0,1056
11,8,0,1056
11,9,0,1056
11,10,0,1056
11,11,0,1056
11,12,0,1056
11,13,0,1056
11,14,0,1056
11,15,0,1056
11,16,0,1056
11,17,0,1056
11,18,0,1056
11,19,0,1056
11,20,0,1056
11,21,0,1056
11,22,0,1056
11,23,0,1056
11,24,0,1056
11,25,0,1056
11,26,0,1056
11,27,0,1056
11,28,0,1056
11,29,0,1056
11,30,0,1056
11,31,0,1056
11,32,0,1056
11,33,0,1056
11,34,0,1056
11,35,0,1056
11,36,0,1056
11,37,0,1056
11,38,0,1056
11,39,0,1056
11,40,0,1056
11,41,11,1056
11,42,0,1056
11,43,0,1056
11,44,0,1056
11,45,0,1056
11,46,0,1056
11,47,0,1056
11,48,0,1056
11,49,0,1056
11,50,0,1056
11,51,0,1056
11,52,0,1056
11,53,0,1056
11,54,0,1056
11,55,0,1056
11,56,0,1056
11,57,0,1056
11,58,0,1056
11,59,0,1056
11,60,0,1056
11,61,0,1056
11,62,0,1056
11,63,0,1056
11,64,0,1056
11,65,0,1056
11,66,0,1056
11,67,0,1056
11,68,0,1056
11,69,0,1056
11,70,0,1056
11,71,0,1056
11,72,0,1056
11,73,0,1056
11,74,0,1056
11,75,0,1056
11,76,0,1056
11,77,0,1056
11,78,0,1056
11,79,0,1056
11,80,0,1056
11,81,0,1056
11,82,0,1056
11,83,0,1056
11,84,0,1056
11,85,0,1056
11,86,0,1056
11,87,0,1056
11,88,0,1056
11,89,0,1056
11,90,0,1056
11,91,0,1056
11,92,0,1056
11,93,0,1056
11,94,0,1056
11,95,0,1056
11,96,0,1056
12,1,0,1056
12,2,0,1056
12,3,0,1056
12,4,0,1056
12,5,0,1056
12,6,0,1056
12,7,0,1056
12,8,0,1056
12,9,0,1056
12,10,0,1056
12,11,0,1056
12,12,0,1056
12,13,0,1056
12,14,0,1056
12,15,0,1056
12,16,0,1056
12,17,0,1056
12,18,0,1056
12,19,0,1056
12,20,0,1056
12,21,0,1056
12,22,0,1056
12,23,0,1056
12,24,0,1056
12,25,0,1056
12,26,0,1056
12,27,0,1056
12,28,0,1056
12,29,0,1056
12,30,0,1056
12,31,0,1056
12,32,0,1056
12,33,11,1056
12,34,11,1056
12,35,11,1056
12,36,11,1056
12,37,11,1056
12,38,11,1056
12,39,11,1056
12,40,11,1056
12,41,0,1056
12,42,0,1056
12,43,0,1056
12,44,0,1056
12,45,0,1056
12,46,0,1056
12,47,0,1056
12,48,0,1056
12,49,0,1056
12,50,0,1056
12,51,0,1056
12,52,0,1056
12,53,0,1056
12,54,0,1056
12,55,0,1056
12,56,0,1056
12,57,0,1056
12,58,0,1056
12,59,0,1056
12,60,0,1056
12,61,0,1056
12,62,0,1056
12,63,0,1056
12,64,0,1056
12,65,0,1056
12,66,0,1056
12,67,0,1056
12,68,0,1056
12,69,0,1056
12,70,0,1056
12,71,0,1056
12,72,0,1056
12,73,0,1056
12,74,0,1056
12,75,0,1056
12,76,0,1056
12,77,0,1056
12,78,0,1056
12,79,0,1056
12,80,0,1056
12,81,0,1056
12,82,0,1056
12,83,0,1056
12,84,0,1056
12,85,0,1056
12,86,0,1056
12,87,0,1056
12,88,0,1056
12,89,0,1056
12,90,0,1056
12,91,0,1056
12,92,0,1056
12,93,0,1056
12,94,0,1056
12,95,0,1056
12,96,0,1056
13,1,0,1056
13,2,0,1056
13,3,0,1056
13,4,0,1056
13,5,0,1056
13,6,0,1056
13,7,0,1056
13,8,0,1056
13,9,0,1056
13,10,0,1056
13,11,0,1056
13,12,0,1056
13,13,0,1056
13,14,0,1056
13,15,0,1056
13,16,0,1056
13,17,0,1056
13,18,0,1056
13,19,0,1056
13,20,0,1056
13,21,0,1056
13,22,0,1056
13,23,0,1056
13,24,0,1056
13,25,0,1056
13,26,0,1056
13,27,0,1056
13,28,0,1056
13,29,0,1056
13,30,0,1056
13,31,0,1056
13,32,0,1056
13,33,0,1056
13,34,0,1056
13,35,11,1056
13,36,11,1056
13,37,11,1056
13,38,11,1056
13,39,0,1056
13,40,0,1056
13,41,0,1056
13,42,0,1056
13,43,0,1056
13,44,0,1056
13,45,0,1056
13,46,0,1056
13,47,0,1056
13,48,0,1056
13,49,0,1056
13,50,0,1056
13,51,0,1056
13,52,0,1056
13,53,0,1056
13,54,0,1056
13,55,0,1056
13,56,0,1056
13,57,0,1056
13,58,0,1056
13,59,0,1056
13,60,0,1056
13,61,0,1056
13,62,0,1056
13,63,0,1056
13,64,0,1056
13,65,0,1056
13,66,0,1056
13,67,0,1056
13,68,0,1056
13,69,0,1056
13,70,0,1056
13,71,0,1056
13,72,0,1056
13,73,0,1056
13,74,0,1056
13,75,0,1056
13,76,0,1056
13,77,0,1056
13,78,0,1056
13,79,0,1056
13,80,0,1056
13,81,0,1056
13,82,0,1056
13,83,0,1056
13,84,0,1056
13,85,0,1056
13,86,0,1056
13,87,0,1056
13,88,0,1056
13,89,0,1056
13,90,0,1056
13,91,0,1056
13,92,0,1056
13,93,0,1056
13,94,0,1056
13,95,0,1056
13,96,0,1056
14,1,0,1056
14,2,0,1056
14,3,0,1056
14,4,0,1056
14,5,0,1056
14,6,0,1056
14,7,0,1056
14,8,0,1056
14,9,0,1056
14,10,0,1056
14,11,0,1056
14,12,0,1056
14,13,0,1056
14,14,0,1056
14,15,0,1056
14,16,0,1056
14,17,0,1056
14,18,0,1056
14,19,0,1056
14,20,0,1056
14,21,0,1056
14,22,0,1056
14,23,0,1056
14,24,0,1056
14,25,0,1056
14,26,0,1056
14,27,0,1056
14,28,0,1056
14,29,0,1056
14,30,0,1056
14,31,0,1056
14,32,0,1056
14,33,11,1056
14,34,11,1056
14,35,11,1056
14,36,0,1056
14,37,0,1056
14,38,0,1056
14,39,0,1056
14,40,0,1056
14,41,0,1056
14,42,0,1056
14,43,0,1056
14,44,0,1056
14,45,0,1056
14,46,0,1056
14,47,0,1056
14,48,0,1056
14,49,0,1056
14,50,0,1056
14,51,0,1056
14,52,0,1056
14,53,0,1056
14,54,0,1056
14,55,0,1056
14,56,0,1056
14,57,0,1056
14,58,0,1056
14,59,0,1056
14,60,0,1056
14,61,0,1056
14,62,0,1056
14,63,0,1056
14,64,0,1056
14,65,0,1056
14,66,0,1056
14,67,0,1056
14,68,0,1056
14,69,0,1056
14,70,0,1056
14,71,0,1056
14,72,0,1056
14,73,0,1056
14,74,0,1056
14,75,0,1056
14,76,0,1056
14,77,0,1056
14,78,0,1056
14,79,0,1056
14,80,0,1056
14,81,0,1056
14,82,0,1056
14,83,0,1056
14,84,0,1056
14,85,0,1056
14,86,0,1056
14,87,0,1056
14,88,0,1056
14,89,0,1056
14,90,0,1056
14,91,0,1056
14,92,0,1056
14,93,0,1056
14,94,0,1056
14,95,0,1056
14,96,0,1056
15,1,0,1056
15,2,0,1056
15,3,0,1056
15,4,0,1056
15,5,0,1056
15,6,0,1056
15,7,0,1056
15,8,0,1056
15,9,0,1056
15,10,0,1056
15,11,0,1056
15,12,0,1056
15,13,0,1056
15,14,0,1056
15,15,0,1056
15,16,0,1056
15,17,0,1056
15,18,0,1056
15,19,0,1056
15,20,0,1056
15,21,0,1056
15,22,0,1056
15,23,0,1056
15,24,0,1056
15,25,0,1056
15,26,0,1056
15,27,0,1056
15,28,0,1056
15,29,0,1056
15,30,0,1056
15,31,0,1056
15,32,0,1056
15,33,0,1056
15,34,0,1056
15,35,0,1056
15,36,0,1056
15,37,0,1056
15,38,11,1056
15,39,11,1056
15,40,11,1056
15,41,0,1056
15,42,0,1056
15,43,0,1056
15,44,0,1056
15,45,0,1056
15,46,0,1056
15,47,0,1056
15,48,0,1056
15,49,0,1056
15,50,0,1056
15,51,0,1056
15,52,0,1056
15,53,0,1056
15,54,0,1056
15,55,0,1056
15,56,0,1056
15,57,0,1056
15,58,0,1056
15,59,0,1056
15,60,0,1056
15,61,0,1056
15,62,0,1056
15,63,0,1056
15,64,0,1056
15,65,0,1056
15,66,0,1056
15,67,0,1056
15,68,0,1056
15,69,0,1056
15,70,0,1056
15,71,0,1056
15,72,0,1056
15,73,0,1056
15,74,0,1056
15,75,0,1056
15,76,0,1056
15,77,0,1056
15,78,0,1056
15,79,0,1056
15,80,0,1056
15,81,0,1056
15,82,0,1056
15,83,0,1056
15,84,0,1056
15,85,0,1056
15,86,0,1056
15,87,0,1056
15,88,0,1056
15,89,0,1056
15,90,0,1056
15,91,0,1056
15,92,0,1056
15,93,0,1056
15,94,0,1056
15,95,0,1056
15,96,0,1056
16,1,0,1056
16,2,0,1056
16,3,0,1056
16,4,0,1056
16,5,0,1056
16,6,0,1056
16,7,0,1056
16,8,0,1056
16,9,0,1056
16,10,0,1056
16,11,0,1056
16,12,0,1056
16,13,0,1056
16,14,0,1056
16,15,0,1056
16,16,0,1056
16,17,0,1056
16,18,0,1056
16,19,0,1056
16,20,0,1056
16,21,0,1056
16,22,0,1056
16,23,0,1056
16,24,0,1056
16,25,0,1056
16,26,0,1056
16,27,0,1056
16,28,0,1056
16,29,0,1056
16,30,0,1056
16,31,0,1056
16,32,0,1056
16,33,0,1056
16,34,0,1056
16,35,0,1056
16,36,0,1056
16,37,0,1056
16,38,0,1056
16,39,0,1056
16,40,0,1056
16,41,0,1056
16,42,0,1056
16,43,0,1056
16,44,0,1056
16,45,0,1056
16,46,0,1056
16,47,0,1056
16,48,0,1056
16,49,0,1056
16,50,0,1056
16,51,0,1056
16,52,0,1056
16,53,0,1056
16,54,0,1056
16,55,0,1056
16,56,0,1056
16,57,0,1056
16,58,0,1056
16,59,0,1056
16,60,0,1056
16,61,0,1056
16,62,0,1056
16,63,0,1056
16,64,0,1056
16,65,0,1056
16,66,0,1056
16,67,0,1056
16,68,0,1056
16,69,0,1056
16,70,0,1056
16,71,0,1056
16,72,0,1056
16,73,0,1056
16,74,0,1056
16,75,0,1056
16,76,0,1056
16,77,0,1056
16,78,0,1056
16,79,0,1056
16,80,0,1056
16,81,0,1056
16,82,0,1056
16,83,0,1056
16,84,0,1056
16,85,0,1056
16,86,0,1056
16,87,0,1056
16,88,0,1056
16,89,0,1056
16,90,0,1056
16,91,0,1056
16,92,0,1056
16,93,0,1056
16,94,0,1056
16,95,0,1056
16,96,0,1056
17,1,0,1056
17,2,0,1056
17,3,0,1056
17,4,0,1056
17,5,0,1056
17,6,0,1056
17,7,0,1056
17,8,0,1056
17,9,0,1056
17,10,0,1056
17,11,0,1056
17,12,0,1056
17,13,0,1056
17,14,0,1056
17,15,0,1056
