meter_id,five_digit_code,consumption_kW,date,time
1000,36601,0.904,1,1
1000,36602,0.904,1,2
1000,36603,0.462,1,3
1000,36604,0.462,1,4
1000,36605,0.262,1,5
1000,36606,0.262,1,6
1000,36607,0.062,1,7
1000,36608,0.062,1,8
1000,36609,0.048,1,9
1000,36610,0.048,1,10
1000,36611,0.048,1,11
1000,36612,0.048,1,12
1000,36613,0.048,1,13
1000,36614,0.048,1,14
1000,36615,0.048,1,15
1000,36616,0.048,1,16
1000,36617,0.048,1,17
1000,36618,0.048,1,18
1000,36619,0.048,1,19
1000,36620,0.048,1,20
1000,36621,0.108,1,21
1000,36622,0.108,1,22
1000,36623,0.048,1,23
1000,36624,0.048,1,24
1000,36625,0.048,1,25
1000,36626,0.048,1,26
1000,36627,0.048,1,27
1000,36628,0.048,1,28
1000,36629,0.204,1,29
1000,36630,0.204,1,30
1000,36631,0.21,1,31
1000,36632,0.21,1,32
1000,36633,0.216,1,33
1000,36634,0.216,1,34
1000,36635,0.168,1,35
1000,36636,0.168,1,36
1000,36637,0.146,1,37
1000,36638,0.146,1,38
1000,36639,0.13,1,39
1000,36640,0.13,1,40
1000,36641,1.806,1,41
1000,36642,1.806,1,42
1000,36643,3.45,1,43
1000,36644,3.45,1,44
1000,36645,0.868,1,45
1000,36646,0.868,1,46
1000,36647,1.272,1,47
1000,36648,1.272,1,48
1000,36649,0.822,1,49
1000,36650,0.822,1,50
1000,36651,0.892,1,51
1000,36652,0.892,1,52
1000,36653,0.926,1,53
1000,36654,0.926,1,54
1000,36655,0.92,1,55
1000,36656,0.92,1,56
1000,36657,1.034,1,57
1000,36658,1.034,1,58
1000,36659,1.392,1,59
1000,36660,1.392,1,60
1000,36661,1.118,1,61
1000,36662,1.118,1,62
1000,36663,1.236,1,63
1000,36664,1.236,1,64
1000,36665,1.988,1,65
1000,36666,1.988,1,66
1000,36667,1.106,1,67
1000,36668,1.106,1,68
1000,36669,1.286,1,69
1000,36670,1.286,1,70
1000,36671,0.936,1,71
1000,36672,0.936,1,72
1000,36673,0.98,1,73
1000,36674,0.98,1,74
1000,36675,0.946,1,75
1000,36676,0.946,1,76
1000,36677,0.83,1,77
1000,36678,0.83,1,78
1000,36679,0.746,1,79
1000,36680,0.746,1,80
1000,36681,0.75,1,81
1000,36682,0.75,1,82
1000,36683,0.744,1,83
1000,36684,0.744,1,84
1000,36685,0.732,1,85
1000,36686,0.732,1,86
1000,36687,0.886,1,87
1000,36688,0.886,1,88
1000,36689,0.91,1,89
1000,36690,0.91,1,90
1000,36691,0.92,1,91
1000,36692,0.92,1,92
1000,36693,0.764,1,93
1000,36694,0.764,1,94
1000,36695,0.754,1,95
1000,36696,0.754,1,96
1000,36701,0.764,2,1
1000,36702,0.764,2,2
1000,36703,0.766,2,3
1000,36704,0.766,2,4
1000,36705,0.764,2,5
1000,36706,0.764,2,6
1000,36707,0.762,2,7
1000,36708,0.762,2,8
1000,36709,0.768,2,9
1000,36710,0.768,2,10
1000,36711,0.744,2,11
1000,36712,0.744,2,12
1000,36713,0.814,2,13
1000,36714,0.814,2,14
1000,36715,0.754,2,15
1000,36716,0.754,2,16
1000,36717,0.752,2,17
1000,36718,0.752,2,18
1000,36719,0.754,2,19
1000,36720,0.754,2,20
1000,36721,0.754,2,21
1000,36722,0.754,2,22
1000,36723,0.852,2,23
1000,36724,0.852,2,24
1000,36725,0.924,2,25
1000,36726,0.924,2,26
1000,36727,0.768,2,27
1000,36728,0.768,2,28
1000,36729,0.758,2,29
1000,36730,0.758,2,30
1000,36731,0.752,2,31
1000,36732,0.752,2,32
1000,36733,0.752,2,33
1000,36734,0.752,2,34
1000,36735,0.752,2,35
1000,36736,0.752,2,36
1000,36737,0.746,2,37
1000,36738,0.746,2,38
1000,36739,0.754,2,39
1000,36740,0.754,2,40
1000,36741,0.752,2,41
1000,36742,0.752,2,42
1000,36743,1.138,2,43
1000,36744,1.138,2,44
1000,36745,0.794,2,45
1000,36746,0.794,2,46
1000,36747,0.77,2,47
1000,36748,0.77,2,48
1000,36749,0.738,2,49
1000,36750,0.738,2,50
1000,36751,0.894,2,51
1000,36752,0.894,2,52
1000,36753,0.902,2,53
1000,36754,0.902,2,54
1000,36755,3.734,2,55
1000,36756,3.734,2,56
1000,36757,2.532,2,57
1000,36758,2.532,2,58
1000,36759,0.882,2,59
1000,36760,0.882,2,60
1000,36761,0.85,2,61
1000,36762,0.85,2,62
1000,36763,0.964,2,63
1000,36764,0.964,2,64
1000,36765,1.54,2,65
1000,36766,1.54,2,66
1000,36767,1.092,2,67
1000,36768,1.092,2,68
1000,36769,1.076,2,69
1000,36770,1.076,2,70
1000,36771,0.994,2,71
