meter_id,five_digit_code,consumption_kW,date,time
1045,36601,2.374,1,1
1045,36602,2.374,1,2
1045,36603,2.198,1,3
1045,36604,2.198,1,4
1045,36605,2.204,1,5
1045,36606,2.204,1,6
1045,36607,1.556,1,7
1045,36608,1.556,1,8
1045,36609,0.166,1,9
1045,36610,0.166,1,10
1045,36611,0.12,1,11
1045,36612,0.12,1,12
1045,36613,0.136,1,13
1045,36614,0.136,1,14
1045,36615,0.15,1,15
1045,36616,0.15,1,16
1045,36617,0.15,1,17
1045,36618,0.15,1,18
1045,36619,0.078,1,19
1045,36620,0.078,1,20
1045,36621,0.108,1,21
1045,36622,0.108,1,22
1045,36623,0.152,1,23
1045,36624,0.152,1,24
1045,36625,0.152,1,25
1045,36626,0.152,1,26
1045,36627,0.068,1,27
1045,36628,0.068,1,28
1045,36629,0.118,1,29
1045,36630,0.118,1,30
1045,36631,0.144,1,31
1045,36632,0.144,1,32
1045,36633,0.124,1,33
1045,36634,0.124,1,34
1045,36635,0.068,1,35
1045,36636,0.068,1,36
1045,36637,0.158,1,37
1045,36638,0.158,1,38
1045,36639,0.1,1,39
1045,36640,0.1,1,40
1045,36641,0.028,1,41
1045,36642,0.028,1,42
1045,36643,0.13,1,43
1045,36644,0.13,1,44
1045,36645,0.082,1,45
1045,36646,0.082,1,46
1045,36647,2.058,1,47
1045,36648,2.058,1,48
1045,36649,6.322,1,49
1045,36650,6.322,1,50
1045,36651,4.73,1,51
1045,36652,4.73,1,52
1045,36653,0.806,1,53
1045,36654,0.806,1,54
1045,36655,0.958,1,55
1045,36656,0.958,1,56
1045,36657,2.31,1,57
1045,36658,2.31,1,58
1045,36659,0.894,1,59
1045,36660,0.894,1,60
1045,36661,1.15,1,61
1045,36662,1.15,1,62
1045,36663,0.814,1,63
1045,36664,0.814,1,64
1045,36665,2.066,1,65
1045,36666,2.066,1,66
1045,36667,6.408,1,67
1045,36668,6.408,1,68
1045,36669,2.092,1,69
1045,36670,2.092,1,70
1045,36671,1.894,1,71
1045,36672,1.894,1,72
1045,36673,1.916,1,73
1045,36674,1.916,1,74
1045,36675,1.922,1,75
1045,36676,1.922,1,76
1045,36677,3.42,1,77
1045,36678,3.42,1,78
1045,36679,1.484,1,79
1045,36680,1.484,1,80
1045,36681,1.742,1,81
1045,36682,1.742,1,82
1045,36683,2.034,1,83
1045,36684,2.034,1,84
1045,36685,2.298,1,85
1045,36686,2.298,1,86
1045,36687,1.558,1,87
1045,36688,1.558,1,88
1045,36689,1.606,1,89
1045,36690,1.606,1,90
1045,36691,1.618,1,91
1045,36692,1.618,1,92
1045,36693,0.968,1,93
1045,36694,0.968,1,94
1045,36695,0.994,1,95
1045,36696,0.994,1,96
1045,36701,1.306,2,1
1045,36702,1.306,2,2
1045,36703,0.232,2,3
1045,36704,0.232,2,4
1045,36705,0.148,2,5
1045,36706,0.148,2,6
1045,36707,0.126,2,7
1045,36708,0.126,2,8
1045,36709,0.064,2,9
1045,36710,0.064,2,10
1045,36711,0.142,2,11
1045,36712,0.142,2,12
1045,36713,0.15,2,13
1045,36714,0.15,2,14
1045,36715,0.12,2,15
1045,36716,0.12,2,16
1045,36717,0.066,2,17
1045,36718,0.066,2,18
1045,36719,0.156,2,19
1045,36720,0.156,2,20
1045,36721,0.426,2,21
1045,36722,0.426,2,22
1045,36723,0.29,2,23
1045,36724,0.29,2,24
1045,36725,0.358,2,25
1045,36726,0.358,2,26
1045,36727,0.134,2,27
1045,36728,0.134,2,28
1045,36729,0.056,2,29
1045,36730,0.056,2,30
1045,36731,0.068,2,31
1045,36732,0.068,2,32
1045,36733,0.126,2,33
1045,36734,0.126,2,34
1045,36735,3.742,2,35
1045,36736,3.742,2,36
1045,36737,4.106,2,37
1045,36738,4.106,2,38
1045,36739,3.522,2,39
1045,36740,3.522,2,40
1045,36741,2.156,2,41
1045,36742,2.156,2,42
1045,36743,1.536,2,43
1045,36744,1.536,2,44
1045,36745,0.95,2,45
1045,36746,0.95,2,46
1045,36747,1.128,2,47
1045,36748,1.128,2,48
1045,36749,2.652,2,49
1045,36750,2.652,2,50
1045,36751,1.588,2,51
1045,36752,1.588,2,52
1045,36753,0.604,2,53
1045,36754,0.604,2,54
1045,36755,4.406,2,55
1045,36756,4.406,2,56
1045,36757,0.458,2,57
1045,36758,0.458,2,58
1045,36759,4.336,2,59
1045,36760,4.336,2,60
1045,36761,5.622,2,61
1045,36762,5.622,2,62
1045,36763,4.096,2,63
1045,36764,4.096,2,64
1045,36765,2.822,2,65
1045,36766,2.822,2,66
1045,36767,3.98,2,67
1045,36768,3.98,2,68
1045,36769,3.812,2,69
1045,36770,3.812,2,70
1045,36771,4.56,2,71
1045,36772,4.56,2,72
