meter_id,five_digit_code,consumption_kW,date,time
1091,36601,1.488,1,1
1091,36602,1.488,1,2
1091,36603,1.314,1,3
1091,36604,1.314,1,4
1091,36605,0.288,1,5
1091,36606,0.288,1,6
1091,36607,0.29,1,7
1091,36608,0.29,1,8
1091,36609,0.304,1,9
1091,36610,0.304,1,10
1091,36611,0.46,1,11
1091,36612,0.46,1,12
1091,36613,0.224,1,13
1091,36614,0.224,1,14
1091,36615,0.25,1,15
1091,36616,0.25,1,16
1091,36617,0.302,1,17
1091,36618,0.302,1,18
1091,36619,0.304,1,19
1091,36620,0.304,1,20
1091,36621,0.35,1,21
1091,36622,0.35,1,22
1091,36623,0.24,1,23
1091,36624,0.24,1,24
1091,36625,0.328,1,25
1091,36626,0.328,1,26
1091,36627,0.344,1,27
1091,36628,0.344,1,28
1091,36629,0.31,1,29
1091,36630,0.31,1,30
1091,36631,1.506,1,31
1091,36632,1.506,1,32
1091,36633,0.53,1,33
1091,36634,0.53,1,34
1091,36635,0.362,1,35
1091,36636,0.362,1,36
1091,36637,5.138,1,37
1091,36638,5.138,1,38
1091,36639,0.774,1,39
1091,36640,0.774,1,40
1091,36641,0.792,1,41
1091,36642,0.792,1,42
1091,36643,1.126,1,43
1091,36644,1.126,1,44
1091,36645,5.212,1,45
1091,36646,5.212,1,46
1091,36647,5.374,1,47
1091,36648,5.374,1,48
1091,36649,4.8,1,49
1091,36650,4.8,1,50
1091,36651,5.37,1,51
1091,36652,5.37,1,52
1091,36653,4.866,1,53
1091,36654,4.866,1,54
1091,36655,3.838,1,55
1091,36656,3.838,1,56
1091,36657,2.966,1,57
1091,36658,2.966,1,58
1091,36659,4.108,1,59
1091,36660,4.108,1,60
1091,36661,3.198,1,61
1091,36662,3.198,1,62
1091,36663,3.74,1,63
1091,36664,3.74,1,64
1091,36665,3.344,1,65
1091,36666,3.344,1,66
1091,36667,12.34,1,67
1091,36668,12.34,1,68
1091,36669,3.946,1,69
1091,36670,3.946,1,70
1091,36671,0.638,1,71
