date,time,p_w
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.0
10,32,0.0
10,33,2254.08
10,34,2254.08
10,35,2254.08
10,36,2254.08
10,37,2224.08
10,38,2224.08
10,39,2224.08
10,40,2224.08
10,41,2371.68
10,42,2371.68
10,43,2371.68
10,44,2371.68
10,45,1918.08
10,46,1918.08
10,47,1918.08
10,48,1918.08
10,49,1389.12
10,50,1389.12
10,51,1389.12
10,52,1389.12
10,53,2983.2
10,54,2983.2
10,55,2983.2
10,56,2983.2
10,57,1246.32
10,58,1246.32
10,59,1246.32
10,60,1246.32
10,61,148.08
10,62,148.08
10,63,148.08
10,64,148.08
10,65,0.0
10,66,0.0
10,67,0.0
10,68,0.0
10,69,0.0
10,70,0.0
10,71,0.0
10,72,0.0
10,73,0.0
10,74,0.0
10,75,0.0
10,76,0.0
10,77,0.0
10,78,0.0
10,79,0.0
10,80,0.0
10,81,0.0
10,82,0.0
10,83,0.0
10,84,0.0
10,85,0.0
10,86,0.0
10,87,0.0
10,88,0.0
10,89,0.0
10,90,0.0
10,91,0.0
10,92,0.0
10,93,0.0
10,94,0.0
10,95,0.0
10,96,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.0
11,10,0.0
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
11,31,0.0
11,32,0.0
11,33,7061.04
11,34,7061.04
11,35,7061.04
11,36,7061.04
11,37,2712.24
11,38,2712.24
11,39,2712.24
11,40,2712.24
11,41,4728.0
11,42,4728.0
11,43,4728.0
11,44,4728.0
11,45,1164.72
11,46,1164.72
11,47,1164.72
11,48,1164.72
11,49,2017.68
11,50,2017.68
11,51,2017.68
11,52,2017.68
11,53,1376.16
11,54,1376.16
11,55,1376.16
11,56,1376.16
11,57,651.6
11,58,651.6
11,59,651.6
11,60,651.6
11,61,132.48
11,62,132.48
11,63,132.48
11,64,132.48
11,65,0.0
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
11,71,0.0
11,72,0.0
11,73,0.0
11,74,0.0
11,75,0.0
11,76,0.0
11,77,0.0
11,78,0.0
11,79,0.0
11,80,0.0
11,81,0.0
11,82,0.0
11,83,0.0
11,84,0.0
11,85,0.0
11,86,0.0
11,87,0.0
11,88,0.0
11,89,0.0
11,90,0.0
11,91,0.0
11,92,0.0
11,93,0.0
11,94,0.0
11,95,0.0
11,96,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,0.0
12,31,0.0
12,32,0.0
12,33,2247.84
12,34,2247.84
12,35,2247.84
12,36,2247.84
12,37,886.56
12,38,886.56
12,39,886.56
12,40,886.56
12,41,3923.76
12,42,3923.76
12,43,3923.76
12,44,3923.76
12,45,4483.2
12,46,4483.2
12,47,4483.2
12,48,4483.2
12,49,2755.68
12,50,2755.68
12,51,2755.68
12,52,2755.68
12,53,1550.16
12,54,1550.16
12,55,1550.16
12,56,1550.16
12,57,1135.44
12,58,1135.44
12,59,1135.44
12,60,1135.44
12,61,689.76
12,62,689.76
12,63,689.76
12,64,689.76
12,65,0.0
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,0.0
12,71,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,75,0.0
12,76,0.0
12,77,0.0
12,78,0.0
12,79,0.0
12,80,0.0
12,81,0.0
12,82,0.0
12,83,0.0
12,84,0.0
12,85,0.0
12,86,0.0
12,87,0.0
12,88,0.0
12,89,0.0
12,90,0.0
12,91,0.0
12,92,0.0
12,93,0.0
12,94,0.0
12,95,0.0
12,96,0.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.0
13,24,0.0
13,25,0.0
13,26,0.0
13,27,0.0
13,28,0.0
13,29,0.0
13,30,0.0
13,31,0.0
13,32,0.0
13,33,540.96
13,34,540.96
13,35,540.96
13,36,540.96
13,37,1344.96
13,38,1344.96
13,39,1344.96
13,40,1344.96
13,41,1761.84
13,42,1761.84
13,43,1761.84
13,44,1761.84
13,45,4090.8
13,46,4090.8
13,47,4090.8
13,48,4090.8
13,49,5185.2
13,50,5185.2
13,51,5185.2
13,52,5185.2
13,53,2247.12
13,54,2247.12
13,55,2247.12
13,56,2247.12
13,57,642.0
13,58,642.0
13,59,642.0
13,60,642.0
13,61,567.36
13,62,567.36
13,63,567.36
13,64,567.36
13,65,0.0
13,66,0.0
13,67,0.0
13,68,0.0
13,69,0.0
13,70,0.0
13,71,0.0
13,72,0.0
13,73,0.0
13,74,0.0
13,75,0.0
13,76,0.0
13,77,0.0
13,78,0.0
13,79,0.0
13,80,0.0
13,81,0.0
13,82,0.0
13,83,0.0
13,84,0.0
13,85,0.0
13,86,0.0
13,87,0.0
13,88,0.0
13,89,0.0
13,90,0.0
13,91,0.0
13,92,0.0
13,93,0.0
13,94,0.0
13,95,0.0
13,96,0.0
14,1,0.0
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0
14,7,0.0
14,8,0.0
14,9,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.0
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.0
14,20,0.0
14,21,0.0
14,22,0.0
14,23,0.0
14,24,0.0
14,25,0.0
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,0.0
14,31,0.0
14,32,0.0
14,33,1616.64
14,34,1616.64
14,35,1616.64
14,36,1616.64
14,37,1542.48
14,38,1542.48
14,39,1542.48
14,40,1542.48
14,41,1711.2
14,42,1711.2
14,43,1711.2
14,44,1711.2
14,45,2354.16
14,46,2354.16
14,47,2354.16
14,48,2354.16
14,49,3560.4
14,50,3560.4
14,51,3560.4
14,52,3560.4
14,53,4395.12
14,54,4395.12
14,55,4395.12
14,56,4395.12
14,57,6616.32
14,58,6616.32
14,59,6616.32
14,60,6616.32
14,61,1841.76
14,62,1841.76
14,63,1841.76
14,64,1841.76
14,65,0.0
14,66,0.0
14,67,0.0
14,68,0.0
14,69,0.0
14,70,0.0
14,71,0.0
14,72,0.0
14,73,0.0
14,74,0.0
14,75,0.0
14,76,0.0
14,77,0.0
14,78,0.0
14,79,0.0
14,80,0.0
14,81,0.0
14,82,0.0
14,83,0.0
14,84,0.0
14,85,0.0
14,86,0.0
14,87,0.0
14,88,0.0
14,89,0.0
14,90,0.0
14,91,0.0
14,92,0.0
14,93,0.0
14,94,0.0
14,95,0.0
14,96,0.0
15,1,0.0
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.0
15,9,0.0
15,10,0.0
15,11,0.0
15,12,0.0
15,13,0.0
15,14,0.0
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.0
15,20,0.0
15,21,0.0
15,22,0.0
15,23,0.0
15,24,0.0
15,25,0.0
15,26,0.0
15,27,0.0
15,28,0.0
15,29,0.0
15,30,0.0
15,31,0.0
15,32,0.0
15,33,241.2
15,34,241.2
15,35,241.2
15,36,241.2
15,37,2989.44
15,38,2989.44
15,39,2989.44
15,40,2989.44
15,41,1664.16
15,42,1664.16
15,43,1664.16
15,44,1664.16
15,45,1462.8
15,46,1462.8
15,47,1462.8
15,48,1462.8
15,49,1398.96
15,50,1398.96
15,51,1398.96
15,52,1398.96
15,53,1936.8
15,54,1936.8
15,55,1936.8
15,56,1936.8
15,57,2446.8
15,58,2446.8
15,59,2446.8
15,60,2446.8
15,61,248.88
15,62,248.88
15,63,248.88
15,64,248.88
15,65,0.0
15,66,0.0
15,67,0.0
15,68,0.0
15,69,0.0
15,70,0.0
15,71,0.0
15,72,0.0
15,73,0.0
15,74,0.0
15,75,0.0
15,76,0.0
15,77,0.0
15,78,0.0
15,79,0.0
15,80,0.0
15,81,0.0
15,82,0.0
15,83,0.0
15,84,0.0
15,85,0.0
15,86,0.0
15,87,0.0
15,88,0.0
15,89,0.0
15,90,0.0
15,91,0.0
15,92,0.0
15,93,0.0
15,94,0.0
15,95,0.0
15,96,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.0
16,10,0.0
16,11,0.0
16,12,0.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.0
16,20,0.0
16,21,0.0
16,22,0.0
16,23,0.0
16,24,0.0
16,25,0.0
16,26,0.0
16,27,0.0
16,28,0.0
16,29,0.0
16,30,0.0
16,31,0.0
16,32,0.0
16,33,1902.48
16,34,1902.48
16,35,1902.48
16,36,1902.48
16,37,2348.4
16,38,2348.4
16,39,2348.4
16,40,2348.4
16,41,2849.04
16,42,2849.04
16,43,2849.04
16,44,2849.04
16,45,8488.8
16,46,8488.8
16,47,8488.8
16,48,8488.8
16,49,9599.76
16,50,9599.76
16,51,9599.76
16,52,9599.76
16,53,7382.88
16,54,7382.88
16,55,7382.88
16,56,7382.88
16,57,2372.64
16,58,2372.64
16,59,2372.64
16,60,2372.64
16,61,1485.84
16,62,1485.84
16,63,1485.84
16,64,1485.84
16,65,0.0
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,0.0
16,71,0.0
16,72,0.0
16,73,0.0
16,74,0.0
16,75,0.0
16,76,0.0
16,77,0.0
16,78,0.0
16,79,0.0
16,80,0.0
16,81,0.0
16,82,0.0
16,83,0.0
16,84,0.0
16,85,0.0
16,86,0.0
16,87,0.0
16,88,0.0
16,89,0.0
16,90,0.0
16,91,0.0
16,92,0.0
16,93,0.0
16,94,0.0
16,95,0.0
16,96,0.0
17,1,0.0
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.0
17,7,0.0
17,8,0.0
17,9,0.0
17,10,0.0
17,11,0.0
17,12,0.0
17,13,0.0
17,14,0.0
17,15,0.0
17,16,0.0
17,17,0.0
17,18,0.0
17,19,0.0
17,20,0.0
17,21,0.0
17,22,0.0
17,23,0.0
17,24,0.0
17,25,0.0
17,26,0.0
17,27,0.0
17,28,0.0
17,29,0.0
17,30,0.0
17,31,0.0
17,32,0.0
17,33,1568.64
17,34,1568.64
17,35,1568.64
17,36,1568.64
17,37,1137.12
17,38,1137.12
17,39,1137.12
17,40,1137.12
17,41,8058.48
17,42,8058.48
17,43,8058.48
17,44,8058.48
17,45,9108.0
17,46,9108.0
17,47,9108.0
17,48,9108.0
17,49,2689.92
17,50,2689.92
17,51,2689.92
17,52,2689.92
17,53,707.28
17,54,707.28
17,55,707.28
17,56,707.28
17,57,4873.68
17,58,4873.68
17,59,4873.68
17,60,4873.68
17,61,2264.4
17,62,2264.4
17,63,2264.4
17,64,2264.4
17,65,0.0
17,66,0.0
17,67,0.0
17,68,0.0
17,69,0.0
17,70,0.0
17,71,0.0
17,72,0.0
17,73,0.0
17,74,0.0
17,75,0.0
17,76,0.0
17,77,0.0
17,78,0.0
17,79,0.0
17,80,0.0
17,81,0.0
17,82,0.0
17,83,0.0
17,84,0.0
17,85,0.0
17,86,0.0
17,87,0.0
17,88,0.0
17,89,0.0
17,90,0.0
17,91,0.0
17,92,0.0
17,93,0.0
17,94,0.0
17,95,0.0
17,96,0.0
18,1,0.0
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.0
18,9,0.0
18,10,0.0
18,11,0.0
18,12,0.0
18,13,0.0
18,14,0.0
18,15,0.0
18,16,0.0
18,17,0.0
18,18,0.0
18,19,0.0
18,20,0.0
18,21,0.0
18,22,0.0
18,23,0.0
18,24,0.0
18,25,0.0
18,26,0.0
18,27,0.0
18,28,0.0
18,29,0.0
18,30,0.0
18,31,0.0
18,32,0.0
18,33,4851.84
18,34,4851.84
18,35,4851.84
18,36,4851.84
18,37,6620.88
18,38,6620.88
18,39,6620.88
18,40,6620.88
18,41,6660.0
18,42,6660.0
18,43,6660.0
18,44,6660.0
18,45,13264.32
18,46,13264.32
18,47,13264.32
18,48,13264.32
18,49,12264.48
18,50,12264.48
18,51,12264.48
18,52,12264.48
18,53,6571.44
18,54,6571.44
18,55,6571.44
