meter_id,five_digit_code,consumption_kW,date,time
1001,36601,0.184,1,1
1001,36602,0.184,1,2
1001,36603,0.186,1,3
1001,36604,0.186,1,4
1001,36605,0.184,1,5
1001,36606,0.184,1,6
1001,36607,0.18,1,7
1001,36608,0.18,1,8
1001,36609,0.18,1,9
1001,36610,0.18,1,10
1001,36611,0.67,1,11
1001,36612,0.67,1,12
1001,36613,1.046,1,13
1001,36614,1.046,1,14
1001,36615,0.184,1,15
1001,36616,0.184,1,16
1001,36617,0.184,1,17
1001,36618,0.184,1,18
1001,36619,0.186,1,19
1001,36620,0.186,1,20
1001,36621,0.184,1,21
1001,36622,0.184,1,22
1001,36623,0.186,1,23
1001,36624,0.186,1,24
1001,36625,0.432,1,25
1001,36626,0.432,1,26
1001,36627,0.184,1,27
1001,36628,0.184,1,28
1001,36629,0.718,1,29
1001,36630,0.718,1,30
1001,36631,0.184,1,31
1001,36632,0.184,1,32
1001,36633,0.184,1,33
1001,36634,0.184,1,34
1001,36635,0.438,1,35
1001,36636,0.438,1,36
1001,36637,0.186,1,37
1001,36638,0.186,1,38
1001,36639,0.186,1,39
1001,36640,0.186,1,40
1001,36641,0.184,1,41
1001,36642,0.184,1,42
1001,36643,0.184,1,43
1001,36644,0.184,1,44
1001,36645,0.184,1,45
1001,36646,0.184,1,46
1001,36647,1.308,1,47
1001,36648,1.308,1,48
1001,36649,0.184,1,49
1001,36650,0.184,1,50
1001,36651,0.182,1,51
1001,36652,0.182,1,52
1001,36653,0.182,1,53
1001,36654,0.182,1,54
1001,36655,0.182,1,55
1001,36656,0.182,1,56
1001,36657,0.182,1,57
1001,36658,0.182,1,58
1001,36659,0.434,1,59
1001,36660,0.434,1,60
1001,36661,0.182,1,61
1001,36662,0.182,1,62
1001,36663,0.834,1,63
1001,36664,0.834,1,64
1001,36665,0.18,1,65
1001,36666,0.18,1,66
1001,36667,0.184,1,67
1001,36668,0.184,1,68
1001,36669,0.182,1,69
1001,36670,0.182,1,70
1001,36671,0.43,1,71
1001,36672,0.43,1,72
1001,36673,0.184,1,73
1001,36674,0.184,1,74
1001,36675,0.834,1,75
1001,36676,0.834,1,76
1001,36677,0.324,1,77
1001,36678,0.324,1,78
1001,36679,0.186,1,79
1001,36680,0.186,1,80
1001,36681,0.186,1,81
1001,36682,0.186,1,82
1001,36683,0.434,1,83
1001,36684,0.434,1,84
1001,36685,0.18,1,85
1001,36686,0.18,1,86
1001,36687,0.18,1,87
1001,36688,0.18,1,88
1001,36689,0.178,1,89
1001,36690,0.178,1,90
1001,36691,0.178,1,91
1001,36692,0.178,1,92
1001,36693,0.184,1,93
1001,36694,0.184,1,94
1001,36695,0.444,1,95
1001,36696,0.444,1,96
1001,36701,0.184,2,1
1001,36702,0.184,2,2
1001,36703,0.184,2,3
1001,36704,0.184,2,4
1001,36705,1.026,2,5
1001,36706,1.026,2,6
1001,36707,0.75,2,7
1001,36708,0.75,2,8
1001,36709,0.182,2,9
1001,36710,0.182,2,10
1001,36711,0.424,2,11
1001,36712,0.424,2,12
1001,36713,0.184,2,13
1001,36714,0.184,2,14
1001,36715,0.184,2,15
1001,36716,0.184,2,16
1001,36717,0.184,2,17
1001,36718,0.184,2,18
1001,36719,0.186,2,19
1001,36720,0.186,2,20
1001,36721,0.308,2,21
1001,36722,0.308,2,22
1001,36723,0.336,2,23
1001,36724,0.336,2,24
1001,36725,0.184,2,25
1001,36726,0.184,2,26
1001,36727,0.184,2,27
1001,36728,0.184,2,28
1001,36729,0.182,2,29
