meter_id,five_digit_code,consumption_kW,date,time
1120,36601,0.022,1,1
1120,36602,0.022,1,2
1120,36603,0.022,1,3
1120,36604,0.022,1,4
1120,36605,0.022,1,5
1120,36606,0.022,1,6
1120,36607,0.022,1,7
1120,36608,0.022,1,8
1120,36609,0.022,1,9
1120,36610,0.022,1,10
1120,36611,0.022,1,11
1120,36612,0.022,1,12
1120,36613,0.024,1,13
1120,36614,0.024,1,14
1120,36615,0.024,1,15
1120,36616,0.024,1,16
1120,36617,0.024,1,17
1120,36618,0.024,1,18
1120,36619,0.024,1,19
1120,36620,0.024,1,20
1120,36621,0.024,1,21
1120,36622,0.024,1,22
1120,36623,0.024,1,23
1120,36624,0.024,1,24
1120,36625,0.024,1,25
1120,36626,0.024,1,26
1120,36627,0.024,1,27
1120,36628,0.024,1,28
1120,36629,0.024,1,29
1120,36630,0.024,1,30
1120,36631,0.024,1,31
1120,36632,0.024,1,32
1120,36633,0.024,1,33
1120,36634,0.024,1,34
1120,36635,0.024,1,35
1120,36636,0.024,1,36
1120,36637,0.024,1,37
1120,36638,0.024,1,38
1120,36639,0.024,1,39
1120,36640,0.024,1,40
1120,36641,0.024,1,41
1120,36642,0.024,1,42
1120,36643,0.024,1,43
1120,36644,0.024,1,44
1120,36645,0.024,1,45
1120,36646,0.024,1,46
1120,36647,0.022,1,47
1120,36648,0.022,1,48
1120,36649,0.022,1,49
1120,36650,0.022,1,50
1120,36651,0.022,1,51
1120,36652,0.022,1,52
1120,36653,0.022,1,53
1120,36654,0.022,1,54
1120,36655,0.022,1,55
1120,36656,0.022,1,56
1120,36657,0.022,1,57
1120,36658,0.022,1,58
1120,36659,0.022,1,59
1120,36660,0.022,1,60
1120,36661,0.022,1,61
1120,36662,0.022,1,62
1120,36663,0.022,1,63
1120,36664,0.022,1,64
1120,36665,0.022,1,65
1120,36666,0.022,1,66
1120,36667,0.022,1,67
1120,36668,0.022,1,68
1120,36669,0.022,1,69
1120,36670,0.022,1,70
1120,36671,0.022,1,71
1120,36672,0.022,1,72
1120,36673,0.022,1,73
1120,36674,0.022,1,74
1120,36675,0.022,1,75
1120,36676,0.022,1,76
1120,36677,0.022,1,77
1120,36678,0.022,1,78
1120,36679,0.022,1,79
1120,36680,0.022,1,80
1120,36681,0.022,1,81
1120,36682,0.022,1,82
1120,36683,0.022,1,83
1120,36684,0.022,1,84
1120,36685,0.022,1,85
1120,36686,0.022,1,86
1120,36687,0.022,1,87
1120,36688,0.022,1,88
1120,36689,0.022,1,89
1120,36690,0.022,1,90
1120,36691,0.022,1,91
1120,36692,0.022,1,92
1120,36693,0.022,1,93
1120,36694,0.022,1,94
1120,36695,0.022,1,95
1120,36696,0.022,1,96
1120,36701,0.022,2,1
1120,36702,0.022,2,2
1120,36703,0.022,2,3
1120,36704,0.022,2,4
1120,36705,0.022,2,5
1120,36706,0.022,2,6
1120,36707,0.022,2,7
